accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	ORF2_type	ORF1_type	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	3CLpro_coverage	NTPase_coverage	p22_coverage	p48_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	VPg_coverage	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
LC209464	LC209464.1	LC209464	2004-XX-XX	Asia	Japan	Hokkaido		7531	Homo sapiens		2017-12-14	2017-12-14		Mizukoshi et al.	"Mizukoshi,F.,Nagasawa,K.,Doan,Y.H.,Haga,K.,Yoshizumi,S.,Ueki,Y.,Shinohara,M.,Ishikawa,M.,Sakon,N.,Shigemoto,N.,Okamoto-Nakagawa,R.,Ochi,A.,Murakami,K.,Ryo,A.,Suzuki,Y.,Katayama,K.,Kimura,H.,Matsushima,Y."	"Division of Virology; Tonomachi 3-25-13, Kawasaki-ku, Kawasaki, Kanagawa 210-0821"	https://www.ncbi.nlm.nih.gov/nuccore/LC209464	GII.2	GII.P2	0.9998666488865182	"3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:0.9648798521256932,VP2:0.969811320754717,VPg:1,p22:1,p48:0.9969879518072289"	0	1975	0						"VP1:293-306,VP1:338-340,VP2:139-146"	1	1	1	0.9969879518072289	1	0.9648798521256932	0.969811321	1	GII.2	GII	GII.2		GII.P2	GII	GII.P2	
LC209468	LC209468.1	LC209468	2011-XX-XX	Asia	Japan	Yamaguchi		6222	Homo sapiens		2017-12-14	2017-12-14		Mizukoshi et al.	"Mizukoshi,F.,Nagasawa,K.,Doan,Y.H.,Haga,K.,Yoshizumi,S.,Ueki,Y.,Shinohara,M.,Ishikawa,M.,Sakon,N.,Shigemoto,N.,Okamoto-Nakagawa,R.,Ochi,A.,Murakami,K.,Ryo,A.,Suzuki,Y.,Katayama,K.,Kimura,H.,Matsushima,Y."	"Division of Virology; Tonomachi 3-25-13, Kawasaki-ku, Kawasaki, Kanagawa 210-0821"	https://www.ncbi.nlm.nih.gov/nuccore/LC209468	GII.2	GII.P16	0.8253100413388452	"3CLpro:1,NTPase:0.7131147540983607,ORF1:0.7429411764705882,RdRp:1,VP1:0.9722735674676525,VP2:0.9358490566037736,VPg:1,p22:1"	0	1012	0						"VP1:293-306,VP2:133-149"	1	0.7131147540983607	1	0	1	0.9722735674676525	0.9358490566037736	1	GII.2	GII	GII.2		GII.P16	GII	GII.P16	
LC209469	LC209469.1	LC209469	2014-XX-XX	Asia	Japan	Yamaguchi		7522	Homo sapiens		2017-12-14	2017-12-14		Mizukoshi et al.	"Mizukoshi,F.,Nagasawa,K.,Doan,Y.H.,Haga,K.,Yoshizumi,S.,Ueki,Y.,Shinohara,M.,Ishikawa,M.,Sakon,N.,Shigemoto,N.,Okamoto-Nakagawa,R.,Ochi,A.,Murakami,K.,Ryo,A.,Suzuki,Y.,Katayama,K.,Kimura,H.,Matsushima,Y."	"Division of Virology; Tonomachi 3-25-13, Kawasaki-ku, Kawasaki, Kanagawa 210-0821"	https://www.ncbi.nlm.nih.gov/nuccore/LC209469	GII.2	GII.P2	0.9990665422056274	"3CLpro:1,NTPase:1,ORF1:0.9982352941176471,RdRp:1,VP1:0.9611829944547134,VP2:0.9547169811320755,VPg:1,p22:1,p48:0.9909638554216867"	0	1947	0						"VP1:293-306,VP1:338-342,VP2:148-159"	1	1	1	0.9909638554216867	1	0.9611829944547134	0.9547169811320755	1	GII.2	GII	GII.2		GII.P2	GII	GII.P2	
LC209472	LC209472.1	LC209472	2010-XX-XX	Asia	Japan	Hiroshima		7524	Homo sapiens		2017-12-14	2017-12-14		Mizukoshi et al.	"Mizukoshi,F.,Nagasawa,K.,Doan,Y.H.,Haga,K.,Yoshizumi,S.,Ueki,Y.,Shinohara,M.,Ishikawa,M.,Sakon,N.,Shigemoto,N.,Okamoto-Nakagawa,R.,Ochi,A.,Murakami,K.,Ryo,A.,Suzuki,Y.,Katayama,K.,Kimura,H.,Matsushima,Y."	"Division of Virology; Tonomachi 3-25-13, Kawasaki-ku, Kawasaki, Kanagawa 210-0821"	https://www.ncbi.nlm.nih.gov/nuccore/LC209472	GII.2	GII.P2	0.9989331910921456	"3CLpro:1,NTPase:1,ORF1:0.9982352941176471,RdRp:1,VP1:0.9815157116451017,VP2:0.9358490566037736,VPg:1,p22:1,p48:0.9909638554216867"	0	1993	0						"VP1:291-294,VP1:338-340,VP2:137-146"	1	1	1	0.9909638554216867	1	0.9815157116451017	0.9358490566037736	1	GII.2	GII	GII.2		GII.P2	GII	GII.P2	
LC209473	LC209473.1	LC209473	2010-XX-XX	Asia	Japan	Hiroshima		7522	Homo sapiens		2017-12-14	2017-12-14		Mizukoshi et al.	"Mizukoshi,F.,Nagasawa,K.,Doan,Y.H.,Haga,K.,Yoshizumi,S.,Ueki,Y.,Shinohara,M.,Ishikawa,M.,Sakon,N.,Shigemoto,N.,Okamoto-Nakagawa,R.,Ochi,A.,Murakami,K.,Ryo,A.,Suzuki,Y.,Katayama,K.,Kimura,H.,Matsushima,Y."	"Division of Virology; Tonomachi 3-25-13, Kawasaki-ku, Kawasaki, Kanagawa 210-0821"	https://www.ncbi.nlm.nih.gov/nuccore/LC209473	GII.2	GII.P2	0.998666489	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:0.9815157116451017,VP2:0.9622641509433962,VPg:1,p22:1,p48:0.9879518072289156"	0	1988	0						"VP1:291-294,VP1:338-340,VP2:137-146"	1	1	1	0.9879518072289156	1	0.9815157116451017	0.9622641509433962	1	GII.2	GII	GII.2		GII.P2	GII	GII.P2	
LC209474	LC209474.1	LC209474	2010-XX-XX	Asia	Japan	Hiroshima		7521	Homo sapiens		2017-12-14	2017-12-14		Mizukoshi et al.	"Mizukoshi,F.,Nagasawa,K.,Doan,Y.H.,Haga,K.,Yoshizumi,S.,Ueki,Y.,Shinohara,M.,Ishikawa,M.,Sakon,N.,Shigemoto,N.,Okamoto-Nakagawa,R.,Ochi,A.,Murakami,K.,Ryo,A.,Suzuki,Y.,Katayama,K.,Kimura,H.,Matsushima,Y."	"Division of Virology; Tonomachi 3-25-13, Kawasaki-ku, Kawasaki, Kanagawa 210-0821"	https://www.ncbi.nlm.nih.gov/nuccore/LC209474	GII.2	GII.P2	0.9985331377517004	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:0.9815157116451017,VP2:0.9358490566037736,VPg:1,p22:1,p48:0.9879518072289156"	0	1994	0						"VP1:291-294,VP1:338-340,VP2:137-146"	1	1	1	0.9879518072289156	1	0.9815157116451017	0.9358490566037736	1	GII.2	GII	GII.2		GII.P2	GII	GII.P2	
LC209475	LC209475.1	LC209475	2013-XX-XX	Asia	Japan	Ehime		7516	Homo sapiens		2017-12-14	2017-12-14		Mizukoshi et al.	"Mizukoshi,F.,Nagasawa,K.,Doan,Y.H.,Haga,K.,Yoshizumi,S.,Ueki,Y.,Shinohara,M.,Ishikawa,M.,Sakon,N.,Shigemoto,N.,Okamoto-Nakagawa,R.,Ochi,A.,Murakami,K.,Ryo,A.,Suzuki,Y.,Katayama,K.,Kimura,H.,Matsushima,Y."	"Division of Virology; Tonomachi 3-25-13, Kawasaki-ku, Kawasaki, Kanagawa 210-0821"	https://www.ncbi.nlm.nih.gov/nuccore/LC209475	GII.2	GII.P16	0.9985331377517004	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:0.9685767097966729,VP2:1,VPg:1,p22:1,p48:0.9879518072289156"	0	1373	0						"VP1:293-301,VP1:338-342"	1	1	1	0.9879518072289156	1	0.9685767097966729	1	1	GII.2	GII	GII.2		GII.P16	GII	GII.P16	
LC209477	LC209477.1	LC209477	2013-XX-XX	Asia	Japan	Ehime		7515	Homo sapiens		2017-12-14	2017-12-14		Mizukoshi et al.	"Mizukoshi,F.,Nagasawa,K.,Doan,Y.H.,Haga,K.,Yoshizumi,S.,Ueki,Y.,Shinohara,M.,Ishikawa,M.,Sakon,N.,Shigemoto,N.,Okamoto-Nakagawa,R.,Ochi,A.,Murakami,K.,Ryo,A.,Suzuki,Y.,Katayama,K.,Kimura,H.,Matsushima,Y."	"Division of Virology; Tonomachi 3-25-13, Kawasaki-ku, Kawasaki, Kanagawa 210-0821"	https://www.ncbi.nlm.nih.gov/nuccore/LC209477	GII.2	GII.P16	0.9985331377517004	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:0.9685767097966729,VP2:1,VPg:1,p22:1,p48:0.9879518072289156"	0	1377	0						"VP1:293-301,VP1:338-342"	1	1	1	0.9879518072289156	1	0.9685767097966729	1	1	GII.2	GII	GII.2		GII.P16	GII	GII.P16	
LC209481	LC209481.1	LC209481	2010-XX-XX	Asia	Japan	Ehime		7533	Homo sapiens		2017-12-14	2017-12-14		Mizukoshi et al.	"Mizukoshi,F.,Nagasawa,K.,Doan,Y.H.,Haga,K.,Yoshizumi,S.,Ueki,Y.,Shinohara,M.,Ishikawa,M.,Sakon,N.,Shigemoto,N.,Okamoto-Nakagawa,R.,Ochi,A.,Murakami,K.,Ryo,A.,Suzuki,Y.,Katayama,K.,Kimura,H.,Matsushima,Y."	"Division of Virology; Tonomachi 3-25-13, Kawasaki-ku, Kawasaki, Kanagawa 210-0821"	https://www.ncbi.nlm.nih.gov/nuccore/LC209481	GII.2	GII.P16	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9574861367837338,VP2:0.9584905660377359,VPg:1,p22:1,p48:1"	0	1065	0						"VP1:293-306,VP1:337-342,VP2:139-146"	1	1	1	1	1	0.9574861367837338	0.9584905660377359	1	GII.2	GII	GII.2		GII.P16	GII	GII.P16	
MF405169	MF405169.1	MF405169	1971-01-XX	North America	USA			7536	Homo sapiens		2017-08-05	2017-08-14		Karangwa et al.	"Karangwa,C.K.,Parra,G.I.,Bok,K.,Johnson,J.A.,Levenson,E.A.,Green,K.Y."	"NIH, LID/NIAID"	https://www.ncbi.nlm.nih.gov/nuccore/MF405169	GII.2	GII.P32 (GII.Pf)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9759704251386322,VP2:0.9018867924528302,VPg:1,p22:1,p48:1"	0	1988	0						"VP1:337-345,VP2:139-146,VP2:167-173"	1	1	1	1	1	0.9759704251386322	0.9018867924528302	1	GII.2	GII	GII.2		GII.P32 (GII.Pf)	GII	GII.P32	
MF802551	MF802551.1	NoV/120952/16/NJ	2016-12-XX	Asia	China	Nanjing		7390	Homo sapiens		2018-08-07	2018-08-07		Wang et al.	"Wang,X.,Ding,J.,Yong,W.,Xie,G."	"Nanjing Municipal Center for Disease Control and Prevention, Department of Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/MF802551	GII.2	GII.P16	0.9877316975596746	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9722735674676525,VP2:0.8566037735849057,VPg:1,p22:1,p48:1"	0	903	0						"VP1:293-306,VP2:139-146"	1	1	1	1	1	0.9722735674676525	0.8566037735849057	1	GII.2	GII	GII.2		GII.P16	GII	GII.P16	
JX846925	JX846925.1	JX846925	1978-05-30	Asia	Malaysia	Kuala Lumpur		7492	Homo sapiens		2012-11-24	2013-10-24		Madupu et al.	"Madupu,R.,Halpin,R.,Ransier,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Edworthy,P.,Gupta,N.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Kim,M.,Bok,K.,Sosnovtsev,S.V.,Wentworth,D.E.,Green,K.Y."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/JX846925	GII.2	GII.P30 (GII.Pc)	1	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:0.9852125693160814,VP2:0.9547169811320755,VPg:1,p22:0.9774011299435028,p48:1"	0	1946	0						"ORF1:858-860,p22:160-162,VP1:294-296,VP1:338-342,VP2:127-138"	1	1	0.9774011299435028	1	1	0.9852125693160814	0.9547169811320755	1	GII.2	GII	GII.2		GII.P30 (GII.Pc)	GII	GII.P30	
KF429769	KF429769.1	KF429769	1975-02-27	North America	USA	Maryland		6156	Homo sapiens		2013-08-14	2013-08-14		Madupu et al.	"Madupu,R.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Kim,M.,Bok,K.,Sosnovtsev,S.V.,Wentworth,D.E.,Green,K.Y."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/KF429769	GII.2	GII.P30 (GII.Pc)	0.9409254567275636	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:0.6210720887245841,VP2:0.44528301886792454,VPg:1,p22:0.9774011299435028,p48:1"	0	1504	0						"ORF1:858-860,p22:160-162,VP1:337-541"	1	1	0.9774011299435028	1	1	0.6210720887245841	0.44528301886792454	1	GII.2	GII	GII.2		GII.P30 (GII.Pc)	GII	GII.P30	
DQ366347	DQ366347.1	Hu/OsakaNI/2004/JP	2004-XX-XX	Asia	Japan			7558	Homo sapiens		2007-01-31	2007-01-31		Hansman et al.	"Hansman,G.S."	"National Instititue of Infectious Diseases, Virology II"	https://www.ncbi.nlm.nih.gov/nuccore/DQ366347	GII.2	GII.P40 (GII.P22)	1	"3CLpro:1,NTPase:1,ORF1:0.9941176470588236,RdRp:1,VP1:0.9759704251386322,VP2:0.8830188679245283,VPg:1,p22:1,p48:0.9698795180722891"	0	2289	0						"ORF1:80-89,p48:80-89,VP1:337-345,VP2:235-265"	1	1	1	0.9698795180722891	1	0.9759704251386322	0.8830188679245283	1	GII.2	GII	GII.2		GII.P40 (GII.P22)	GII	GII.P40	
MT158854	MT158854.1	25-GII.P12-GII.3	2018-11-25	Asia	China			7491	Homo sapiens		2021-04-08	2021-04-08		Li et al.	"Li,Q.,Yao,P.,Jiang,J.,Mao,X.,Wang,F.,Zhang,W."	"Shanghai Public Health Clinical Center, Performance management office"	https://www.ncbi.nlm.nih.gov/nuccore/MT158854	GII.3	GII.P12	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:0.9471698113207547,VPg:1,p22:1,p48:1"	0	1957	0						"VP1:292-302,VP2:136-140,VP2:152-157"	1	1	1	1	1	0.9685767097966729	0.9471698113207547	1	GII.3	GII	GII.3		GII.P12	GII	GII.P12	
MT256116	MT256116.1	017_GII.P16_GII.3_Nova_Olinda	2015-01-16	South America	Brazil			6718	Homo sapiens		2021-04-21	2021-04-21		Luchs et al.	"Luchs,A."	"Adolfo Lutz Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT256116	GII.3	GII.P16	0.8930524069875984	"3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:0,VPg:1,p22:1,p48:0.9939759036144579"	0	767	0							1	1	1	0.9939759036144579	1	1	0	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
MT256120	MT256120.1	080_GII.P16_GII.3_Palmas	2012-11-04	South America	Brazil			6724	Homo sapiens		2021-04-20	2021-04-20		Luchs et al.	"Luchs,A."	"Adolfo Lutz Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT256120	GII.3	GII.P16	0.8938525136684892	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0,VPg:1,p22:1,p48:1"	0	764	0							1	1	1	1	1	1	0	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
MT409884	MT409884.1	236-1	2015-12-04	North America	USA			7532	Homo sapiens		2020-06-01	2020-06-01		Ruelle et al.	"Ruelle,S.B.,Hirneisen,K.A.,Silva,A.J."	"FDA/ORA/PSFFL, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/MT409884	GII.3	GII.P12	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:0.8339622641509434,VPg:1,p22:1,p48:1"	0	1953	0						"VP1:292-302,VP2:136-179"	1	1	1	1	1	0.9685767097966729	0.8339622641509434	1	GII.3	GII	GII.3		GII.P12	GII	GII.P12	
MT409885	MT409885.1	236-2	2015-12-04	North America	USA			7525	Homo sapiens		2020-06-01	2020-06-01		Ruelle et al.	"Ruelle,S.B.,Hirneisen,K.A.,Silva,A.J."	"FDA/ORA/PSFFL, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/MT409885	GII.3	GII.P12	0.9994665955460728	"3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:0.9685767097966729,VP2:0.9509433962264151,VPg:1,p22:1,p48:0.9939759036144579"	0	1949	0						"VP1:292-302,VP2:150-162"	1	1	1	0.9939759036144579	1	0.9685767097966729	0.9509433962264151	1	GII.3	GII	GII.3		GII.P12	GII	GII.P12	
MT409886	MT409886.1	236-3	2015-12-03	North America	USA			7488	Homo sapiens		2020-06-01	2020-06-01		Ruelle et al.	"Ruelle,S.B.,Hirneisen,K.A.,Silva,A.J."	"FDA/ORA/PSFFL, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/MT409886	GII.3	GII.P12	0.9983997866382184	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:0.9685767097966729,VP2:0.8339622641509434,VPg:1,p22:1,p48:0.9879518072289156"	0	1952	0						"VP1:292-302,VP2:136-179"	1	1	1	0.9879518072289156	1	0.9685767097966729	0.8339622641509434	1	GII.3	GII	GII.3		GII.P12	GII	GII.P12	
MT755733	MT755733.1	Hu/US/2019/GII.3[P12]/CA-RGDS-1098	2019-11-XX	North America	USA	California		7557	Homo sapiens		2020-07-19	2020-07-19		Pan et al.	"Pan,C.-Y.,Huynh,T.,Padilla,T.,Montmayeur,A.M.,Chhabra,P.,Barclay,L.,Vinje,J.,Morales,C."	"California Department of Public Health, Viral and Rickettsial Disease Laboratory"	https://www.ncbi.nlm.nih.gov/nuccore/MT755733	GII.3	GII.P12	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:0.8981132075471698,VPg:1,p22:1,p48:1"	0	1952	0						"VP1:292-302,VP2:136-162"	1	1	1	1	1	0.9685767097966729	0.8981132075471698	1	GII.3	GII	GII.3		GII.P12	GII	GII.P12	
MG892946	MG892946.3	MG892946	2017-01-13	Europe	Russia	Novosibirsk		7569	Homo sapiens		2018-03-24	2019-05-09		Zhirakovskaya et al.	"Zhirakovskaya,E.,Tikunova,N."	"Institute of Chemical Biology and Fundamental Medicine (ICBFM SB RAS), Siberian Branch of the Russian Academy of Sciences"	https://www.ncbi.nlm.nih.gov/nuccore/MG892946	GII.3	GII.P16	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9648798521256932,VP2:1,VPg:1,p22:1,p48:1"	0	888	0						VP1:299-311	1	1	1	1	1	0.9648798521256932	1	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
MG892953	MG892953.3	MG892953	2017-04-11	Europe	Russia	Novosibirsk		7568	Homo sapiens		2018-03-24	2019-05-09		Zhirakovskaya et al.	"Zhirakovskaya,E.,Tikunova,N."	"Institute of Chemical Biology and Fundamental Medicine (ICBFM SB RAS), Siberian Branch of the Russian Academy of Sciences"	https://www.ncbi.nlm.nih.gov/nuccore/MG892953	GII.3	GII.P16	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:0.9509433962264151,VPg:1,p22:1,p48:1"	0	850	0						"VP1:292-302,VP2:150-162"	1	1	1	1	1	0.9685767097966729	0.9509433962264151	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
MH218579	MH218579.1	NORO_109_18_07_2014	2014-07-18	Europe	United Kingdom			7548	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218579	GII.3	GII.P21 (GII.Pb)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9833641404805915,VP2:1,VPg:1,p22:1,p48:1"	0	1933	0						VP1:313-316	1	1	1	1	1	0.9833641404805915	1	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
MH218582	MH218582.1	NORO_112_08_08_2014	2014-08-08	Europe	United Kingdom			7548	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218582	GII.3	GII.P21 (GII.Pb)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1951	0							1	1	1	1	1	1	1	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
MH218594	MH218594.1	NORO_124_10_01_2015	2015-01-10	Europe	United Kingdom			7548	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218594	GII.3	GII.P21 (GII.Pb)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:1,VPg:1,p22:1,p48:1"	0	1952	0						VP1:300-311	1	1	1	1	1	0.9685767097966729	1	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
MH218595	MH218595.1	NORO_125_19_01_2015	2015-01-19	Europe	United Kingdom			7548	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218595	GII.3	GII.P21 (GII.Pb)	1	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:0.9704251386321626,VP2:0.9811320754716981,VPg:1,p22:0.9774011299435028,p48:1"	0	1914	0						"ORF1:858-861,p22:160-163,VP1:301-311,VP2:136-140"	1	1	0.9774011299435028	1	1	0.9704251386321626	0.9811320754716981	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
MH218604	MH218604.1	NORO_133_26_05_2015	2015-05-26	Europe	United Kingdom			7548	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218604	GII.3	GII.P21 (GII.Pb)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9833641404805915,VP2:1,VPg:1,p22:1,p48:1"	0	1958	0						VP1:313-316	1	1	1	1	1	0.9833641404805915	1	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
MH218646	MH218646.1	NORO_177-2_26_01_2016	2016-01-26	Europe	United Kingdom			7548	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218646	GII.3	GII.P21 (GII.Pb)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.9811320754716981,VPg:1,p22:1,p48:1"	0	1931	0						VP2:136-140	1	1	1	1	1	1	0.9811320754716981	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
MH218682	MH218682.1	NORO_224_01_01_2016	2016-01-01	Europe	United Kingdom			7548	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218682	GII.3	GII.P21 (GII.Pb)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:1,VPg:1,p22:1,p48:1"	0	1946	0						VP1:300-311	1	1	1	1	1	0.9685767097966729	1	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
MH218683	MH218683.1	NORO_225_04_01_2016	2016-01-04	Europe	United Kingdom			7548	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218683	GII.3	GII.P21 (GII.Pb)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:1,VPg:1,p22:1,p48:1"	0	1939	0						VP1:292-302	1	1	1	1	1	0.9685767097966729	1	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
MH218712	MH218712.1	NORO_55_15_02_2014	2014-02-15	Europe	United Kingdom			7555	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218712	GII.3	GII.P21 (GII.Pb)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1927	0							1	1	1	1	1	1	1	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
MH260494	MH260494.1	ST173	2017-XX-XX	North America	USA			7498	Homo sapiens		2018-06-16	2018-06-16		Casto et al.	"Casto,A.M.,Adler,A.,Huang,M.-L.,Makhsous,N.,Xie,H.,Zerr,D.,Greninger,A."	"University of Washington, Department of Laboratory Medicine"	https://www.ncbi.nlm.nih.gov/nuccore/MH260494	GII.3	GII.P12	0.9957327643685824	"3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:0.9685767097966729,VP2:0.9509433962264151,VPg:1,p22:1,p48:0.9668674698795181"	0	1927	0						"VP1:292-302,VP2:156-161"	1	1	1	0.9668674698795181	1	0.9685767097966729	0.9509433962264151	1	GII.3	GII	GII.3		GII.P12	GII	GII.P12	
